"Dictamen" "Antig_feina" "Vivenda" "Plaç" "Edat" "Estat_civil" "Registres" "Tipus_feina" "Despeses" "Ingressos" "Patrimoni" "Carrecs_pat" "Import_sol" "Preu_finan" "Rati_fin" "Estalvi"
"686" "positiu" 4 "pares" 24 27 "solter" "reg_no" "fixe" 35 110 0 0 370 525 70.4761904761905 4.86486486486486
"687" "positiu" 4 "lloguer" 60 24 "casat" "reg_no" "fixe" 52 70 0 0 1000 1315 76.0456273764259 1.08
"688" "positiu" 2 "lloguer" 60 32 "casat" "reg_no" "temporal" 87 115 2000 0 1250 1517 82.3994726433751 1.344
"689" "negatiu" 6 "pares" 48 32 "solter" "reg_si" "fixe" 35 85 0 0 1100 1330 82.7067669172932 2.18181818181818
"690" "positiu" 6 "lloguer" 60 36 "solter" "reg_no" "fixe" 85 400 0 0 1000 1290 77.5193798449612 18.9
"691" "positiu" 6 "pares" 60 27 "solter" "reg_no" "fixe" 35 130 0 0 1600 1900 84.2105263157895 3.5625
"692" "positiu" 15 "lloguer" 18 55 "casat" "reg_no" "autonom" 102 120 20000 0 1150 1366 84.1874084919473 0.281739130434783
"693" "positiu" 1 "lloguer" 60 39 "casat" "reg_si" "fixe" 130 250 0 0 1900 4063 46.7634752645828 3.78947368421053
"694" "positiu" 16 "escriptura" 48 36 "casat" "reg_no" "fixe" 75 108 4000 0 500 1064 46.9924812030075 3.168
"695" "positiu" 12 "escriptura" 60 38 "casat" "reg_no" "autonom" 75 225 4500 900 1000 1606 62.266500622665 8.46
"696" "negatiu" 2 "escriptura" 36 37 "casat" "reg_no" "temporal" 105 300 5000 0 1000 1570 63.6942675159236 7.02
"697" "positiu" 20 "escriptura" 60 36 "casat" "reg_no" "fixe" 75 250 2500 0 1350 1381 97.7552498189718 7.77777777777778
"698" "positiu" 2 "escriptura" 24 49 "solter" "reg_no" "autonom" 35 150 32000 0 800 816 98.0392156862745 3.45
"699" "negatiu" 4 "escriptura" 48 27 "casat" "reg_no" "autonom" 75 135 3000 2000 900 1150 78.2608695652174 2.13333333333333
"700" "negatiu" 15 "lloguer" 60 37 "casat" "reg_si" "fixe" 107 319 0 0 1800 2215 81.2641083521445 7.06666666666667
"701" "negatiu" 20 "lloguer" 60 49 "casat" "reg_no" "fixe" 85 100 0 0 1420 1586 89.5334174022699 0.633802816901408
"702" "positiu" 4 "lloguer" 12 28 "solter" "reg_no" "fixe" 40 51 0 0 300 1469 20.4220558202859 0.44
"703" "positiu" 12 "escriptura" 60 27 "casat" "reg_no" "fixe" 45 145 3500 0 1000 1556 64.26735218509 6
"704" "positiu" 10 "lloguer" 48 47 "solter" "reg_no" "fixe" 52 168 6000 0 850 1720 49.4186046511628 6.55058823529412
"705" "positiu" 1 "lloguer" 60 44 "casat" "reg_no" "fixe" 65 54 0 0 1550 1650 93.9393939393939 -0.425806451612903
"706" "positiu" 3 "lloguer" 48 29 "casat" "reg_no" "fixe" 85 100 0 0 1000 1191 83.9630562552477 0.72
"707" "positiu" 12 "pares" 60 35 "casat" "reg_no" "fixe" 60 115 0 0 1000 1127 88.7311446317657 3.3
"708" "negatiu" 0 "escriptura" 24 47 "divorciat" "reg_no" "autonom" 35 150 20000 4000 900 1100 81.8181818181818 2
"709" "positiu" 10 "escriptura" 48 31 "casat" "reg_no" "fixe" 60 180 7500 1200 1000 1480 67.5675675675676 5.184
"710" "negatiu" 3 "pares" 60 23 "solter" "reg_no" "fixe" 35 63 0 0 800 1258 63.5930047694754 2.1
"711" "positiu" 5 "escriptura" 48 46 "casat" "reg_no" "fixe" 60 130 4000 0 950 1544 61.5284974093264 3.53684210526316
"712" "positiu" 20 "escriptura" 60 50 "casat" "reg_no" "fixe" 60 170 6000 0 1300 1404 92.5925925925926 5.07692307692308
"713" "positiu" 3 "escriptura" 48 26 "solter" "reg_no" "fixe" 35 157 7000 0 1200 2053 58.4510472479299 4.88
"714" "negatiu" 0 "altres_viv" 36 36 "solter" "reg_no" "autonom" 35 104 0 0 1250 1575 79.3650793650794 1.9872
"715" "negatiu" 9 "escriptura" 60 28 "casat" "reg_no" "fixe" 90 64 1750 0 1055 1430 73.7762237762238 -1.47867298578199
"716" "negatiu" 0 "altres_viv" 60 36 "casat" "reg_no" "temporal" 45 92 0 0 1400 1409 99.361249112846 2.01428571428571
"717" "positiu" 0 "escriptura" 48 61 "vidu" "reg_no" "altres sit" 35 35 4000 200 650 962 67.5675675675676 -0.147692307692308
"718" "positiu" 15 "altres_viv" 24 46 "casat" "reg_no" "fixe" 75 150 18000 0 1400 1400 100 1.28571428571429
"719" "positiu" 4 "escriptura" 12 25 "casat" "reg_no" "fixe" 45 65 2000 0 350 1571 22.2788033099936 0.685714285714286
"720" "positiu" 5 "pares" 36 22 "solter" "reg_no" "fixe" 35 100 0 0 1000 1200 83.3333333333333 2.34
"721" "positiu" 11 "lloguer" 60 38 "casat" "reg_no" "fixe" 91 160 0 0 600 1200 50 6.9
"722" "negatiu" 20 "altres_viv" 60 57 "casat" "reg_no" "altres sit" 60 215 11000 0 1600 1842 86.8621064060803 5.8125
"723" "positiu" 4 "escriptura" 48 26 "casat" "reg_no" "fixe" 75 112 4000 0 750 841 89.179548156956 2.368
"724" "negatiu" 2 "altres_viv" 60 24 "casat" "reg_no" "temporal" 45 126 0 0 1450 1585 91.4826498422713 3.35172413793103
"725" "positiu" 14 "escriptura" 60 51 "casat" "reg_no" "fixe" 90 150 3500 0 950 957 99.2685475444096 3.78947368421053
"726" "positiu" 4 "escriptura" 24 26 "solter" "reg_no" "fixe" 35 136 2500 0 450 950 47.3684210526316 5.38666666666667
"727" "positiu" 10 "escriptura" 60 46 "vidu" "reg_no" "autonom" 45 123 3500 0 1100 1375 80 4.25454545454545
"728" "negatiu" 12 "escriptura" 60 37 "casat" "reg_no" "fixe" 90 80 5000 0 1600 1800 88.8888888888889 -0.375
"729" "positiu" 6 "escriptura" 48 55 "casat" "reg_no" "autonom" 45 72 16000 0 1760 2212 79.5660036166365 0.736363636363636
"730" "positiu" 14 "contr_privat" 60 38 "casat" "reg_no" "fixe" 60 110 8000 400 450 1133 39.7175639894087 6.13333333333333
"731" "negatiu" 5 "lloguer" 60 24 "casat" "reg_no" "fixe" 56 111 0 0 1000 1570 63.6942675159236 3.3
"732" "negatiu" 5 "pares" 36 27 "solter" "reg_no" "temporal" 35 60 0 0 500 1569 31.8674314850223 1.8
"733" "negatiu" 0 "altres_viv" 48 43 "casat" "reg_no" "fixe" 75 68 0 0 1400 1590 88.0503144654088 -0.24
"734" "negatiu" 0 "altres_viv" 60 52 "casat" "reg_si" "fixe" 45 113 0 0 1400 1734 80.7381776239908 2.91428571428571
"735" "negatiu" 30 "escriptura" 18 57 "casat" "reg_si" "autonom" 75 290 14000 0 350 450 77.7777777777778 11.0571428571429
"736" "negatiu" 1 "contr_privat" 48 36 "solter" "reg_si" "fixe" 35 173 7700 0 1000 2008 49.800796812749 6.624
"737" "positiu" 20 "escriptura" 18 62 "casat" "reg_no" "fixe" 60 125 5000 0 500 1150 43.4782608695652 2.34
"738" "positiu" 2 "pares" 24 19 "solter" "reg_no" "temporal" 35 60 0 0 530 630 84.1269841269841 1.13207547169811
"739" "positiu" 0 "contr_privat" 60 32 "casat" "reg_no" "temporal" 75 160 6000 0 1200 1571 76.3844684914067 4.25
"740" "negatiu" 3 "lloguer" 48 43 "casat" "reg_no" "temporal" 73 126 0 0 1300 1770 73.4463276836158 1.95692307692308
"741" "positiu" 6 "escriptura" 36 34 "casat" "reg_si" "fixe" 60 148 9000 4090 500 1600 31.25 3.3912
"742" "positiu" 11 "escriptura" 48 34 "casat" "reg_no" "fixe" 75 170 3500 435 1500 1627 92.1942224953903 2.9008
"743" "positiu" 6 "lloguer" 24 34 "casat" "reg_no" "fixe" 68 230 0 0 500 1094 45.7038391224863 7.776
"744" "positiu" 9 "escriptura" 60 30 "casat" "reg_no" "autonom" 60 166 4000 1500 1350 1570 85.9872611464968 4.04444444444444
"745" "negatiu" 9 "escriptura" 60 40 "divorciat" "reg_si" "fixe" 35 67 1600 0 800 935 85.5614973262032 2.4
"746" "negatiu" 2 "lloguer" 60 42 "solter" "reg_si" "fixe" 35 85 0 0 1900 2259 84.108012394865 1.57894736842105
"747" "positiu" 18 "escriptura" 36 49 "casat" "reg_no" "fixe" 60 80 15000 0 800 1419 56.3777307963354 0.9
"748" "negatiu" 10 "lloguer" 48 40 "casat" "reg_no" "temporal" 66 60 0 0 500 820 60.9756097560976 -0.576
"749" "positiu" 1 "pares" 60 24 "solter" "reg_no" "fixe" 35 91 0 0 900 1060 84.9056603773585 3.73333333333333
"750" "positiu" 0 "pares" 12 35 "solter" "reg_no" "temporal" 35 96 0 0 350 600 58.3333333333333 2.09142857142857
"751" "positiu" 3 "pares" 60 36 "casat" "reg_no" "fixe" 75 180 0 0 1200 1372 87.4635568513119 5.25
"752" "positiu" 40 "escriptura" 24 62 "casat" "reg_no" "autonom" 60 130 15000 0 250 758 32.9815303430079 6.72
"753" "positiu" 4 "escriptura" 60 24 "casat" "reg_no" "temporal" 45 67 4000 2000 1000 1164 85.9106529209622 0.12
"754" "negatiu" 14 "escriptura" 60 44 "casat" "reg_no" "fixe" 75 100 3500 0 1210 1450 83.448275862069 1.2396694214876
"755" "positiu" 5 "escriptura" 60 57 "casat" "reg_no" "fixe" 60 830 18000 0 2000 2125 94.1176470588235 23.1
"756" "positiu" 11 "escriptura" 60 25 "casat" "reg_no" "fixe" 45 125 2500 700 1300 1557 83.4938985228003 3.36923076923077
"757" "positiu" 1 "escriptura" 48 30 "casat" "reg_no" "autonom" 60 30 4000 0 900 1700 52.9411764705882 -1.6
"758" "negatiu" 6 "lloguer" 48 65 "casat" "reg_no" "altres sit" 69 237 0 0 1571 1571 100 5.13303628262253
"759" "positiu" 13 "pares" 60 32 "casat" "reg_no" "fixe" 60 152 0 0 900 1654 54.4135429262394 6.13333333333333
"760" "positiu" 2 "escriptura" 24 43 "casat" "reg_no" "fixe" 60 95 3000 0 300 350 85.7142857142857 2.8
"761" "positiu" 10 "lloguer" 30 48 "casat" "reg_no" "fixe" 74 139 5000 0 300 420 71.4285714285714 6.5
"762" "negatiu" 0 "pares" 48 25 "solter" "reg_no" "autonom" 45 145 7000 0 1700 2173 78.2328578002761 2.82352941176471
"763" "negatiu" 0 "altres_viv" 36 36 "casat" "reg_si" "autonom" 45 300 30000 0 3000 6802 44.1046750955601 3.06
"764" "positiu" 12 "escriptura" 24 47 "casat" "reg_no" "fixe" 60 135 2500 0 550 1061 51.8378887841659 3.27272727272727
"765" "positiu" 4 "pares" 60 22 "solter" "reg_no" "fixe" 35 80 0 0 1200 1425 84.2105263157895 2.25
"766" "positiu" 22 "escriptura" 36 47 "casat" "reg_no" "fixe" 60 100 2250 0 450 546 82.4175824175824 3.2
"767" "negatiu" 4 "escriptura" 6 42 "casat" "reg_no" "fixe" 45 275 4800 1200 2400 3400 70.5882352941177 0.545
"768" "negatiu" 2 "escriptura" 48 40 "casat" "reg_si" "fixe" 90 250 9000 7000 1250 1776 70.3828828828829 3.456
"769" "positiu" 3 "escriptura" 36 40 "casat" "reg_no" "fixe" 75 125 3500 0 800 1200 66.6666666666667 2.25
"770" "negatiu" 18 "escriptura" 48 43 "casat" "reg_no" "fixe" 90 100 3500 0 1400 1403 99.7861724875267 0.342857142857143
"771" "negatiu" 4 "lloguer" 60 38 "casat" "reg_si" "fixe" 118 130 0 0 900 1086 82.8729281767956 0.8
"772" "positiu" 14 "altres_viv" 60 41 "casat" "reg_si" "fixe" 75 131 0 0 1200 1200 100 2.8
"773" "positiu" 4 "escriptura" 60 55 "casat" "reg_no" "autonom" 60 350 13000 3000 1700 2200 77.2727272727273 9.1764705882353
"774" "positiu" 5 "pares" 60 32 "casat" "reg_no" "autonom" 60 538 0 0 1400 2360 59.3220338983051 20.4857142857143
"775" "positiu" 3 "pares" 18 42 "casat" "reg_no" "autonom" 75 276 1500 0 750 1758 42.6621160409556 4.824
"776" "positiu" 3 "pares" 60 23 "solter" "reg_no" "fixe" 35 107 0 0 700 1783 39.2596747055524 6.17142857142857
"777" "negatiu" 7 "lloguer" 60 41 "casat" "reg_no" "autonom" 45 135 0 0 1100 1108 99.2779783393502 4.90909090909091
"778" "positiu" 15 "escriptura" 60 50 "vidu" "reg_no" "fixe" 45 156 9800 0 700 1136 61.6197183098592 9.51428571428571
"779" "positiu" 18 "escriptura" 60 49 "casat" "reg_no" "fixe" 90 110 5200 600 1350 1557 86.7052023121387 0.622222222222222
"780" "positiu" 27 "escriptura" 48 62 "casat" "reg_no" "fixe" 60 260 4000 500 800 886 90.293453724605 11.7
"781" "positiu" 2 "escriptura" 60 43 "casat" "reg_no" "temporal" 45 80 16000 0 1000 1490 67.1140939597315 2.1
"782" "positiu" 5 "lloguer" 36 23 "casat" "reg_no" "fixe" 68 81 0 0 400 400 100 1.17
"783" "negatiu" 1 "escriptura" 60 33 "casat" "reg_no" "temporal" 75 76 2500 550 800 1105 72.3981900452489 -0.3375
"784" "positiu" 6 "altres_viv" 60 25 "casat" "reg_no" "fixe" 60 98 0 0 600 1131 53.0503978779841 3.8
"785" "negatiu" 0 "escriptura" 18 50 "casat" "reg_no" "autonom" 135 442 2000 0 700 1256 55.7324840764331 7.89428571428572
"786" "positiu" 22 "escriptura" 60 37 "casat" "reg_no" "fixe" 60 132 6000 1500 1400 1571 89.1152132399745 2.44285714285714
"787" "positiu" 5 "pares" 36 27 "solter" "reg_no" "fixe" 35 105 9500 2350 1000 1443 69.3000693000693 1.674
"788" "positiu" 3 "escriptura" 60 47 "casat" "reg_no" "fixe" 75 300 8000 0 1060 1160 91.3793103448276 12.7358490566038
"789" "positiu" 1 "pares" 48 22 "casat" "reg_no" "fixe" 45 117 0 0 768 896 85.7142857142857 4.5
"790" "positiu" 20 "altres_viv" 60 39 "casat" "reg_no" "fixe" 60 119 0 0 1300 1639 79.3166564978646 2.72307692307692
"791" "positiu" 0 "escriptura" 24 46 "casat" "reg_no" "fixe" 90 140 30000 0 350 1571 22.2788033099936 3.42857142857143
"792" "negatiu" 1 "pares" 48 19 "solter" "reg_no" "fixe" 35 70 0 0 1000 1075 93.0232558139535 1.68
"793" "positiu" 8 "escriptura" 60 24 "solter" "reg_no" "autonom" 35 265 8000 0 1200 1590 75.4716981132076 11.5
"794" "positiu" 12 "lloguer" 36 43 "casat" "reg_no" "fixe" 78 180 0 0 1600 2200 72.7272727272727 2.295
"795" "positiu" 1 "escriptura" 36 42 "casat" "reg_no" "temporal" 60 62 3000 0 300 450 66.6666666666667 0.24
"796" "positiu" 5 "contr_privat" 24 32 "solter" "reg_no" "autonom" 35 189 7750 3900 1000 1536 65.1041666666667 2.76
"797" "negatiu" 1 "lloguer" 60 27 "solter" "reg_no" "fixe" 43 75 0 0 1000 1375 72.7272727272727 1.92
"798" "negatiu" 0 "pares" 60 34 "solter" "reg_no" "temporal" 35 70 0 0 900 1005 89.5522388059701 2.33333333333333
"799" "positiu" 10 "escriptura" 60 43 "casat" "reg_no" "fixe" 75 188 5000 0 1000 1264 79.1139240506329 6.78
"800" "positiu" 5 "pares" 36 21 "solter" "reg_no" "fixe" 35 150 0 0 1000 1313 76.1614623000762 4.14
"801" "positiu" 13 "escriptura" 48 36 "casat" "reg_no" "fixe" 45 124 3000 0 700 1365 51.2820512820513 5.41714285714286
"802" "positiu" 3 "pares" 60 23 "solter" "reg_no" "fixe" 45 113 4000 0 900 1105 81.447963800905 4.53333333333333
"803" "positiu" 15 "altres_viv" 24 40 "casat" "reg_no" "fixe" 75 98 0 0 500 1100 45.4545454545455 1.104
"804" "positiu" 6 "pares" 24 25 "solter" "reg_no" "fixe" 35 150 5000 0 850 1480 57.4324324324324 3.24705882352941
"805" "positiu" 12 "contr_privat" 60 38 "casat" "reg_si" "fixe" 90 195 1500 200 1150 1310 87.7862595419847 5.37391304347826
"806" "positiu" 2 "lloguer" 36 58 "casat" "reg_no" "altres sit" 61 159 10000 0 950 1265 75.098814229249 3.71368421052632
"807" "negatiu" 2 "contr_privat" 24 41 "casat" "reg_si" "autonom" 135 959 2000 500 1050 1474 71.2347354138399 18.72
"808" "positiu" 20 "lloguer" 36 39 "casat" "reg_no" "autonom" 92 170 12000 0 950 980 96.9387755102041 2.95578947368421
"809" "positiu" 1 "pares" 24 19 "solter" "reg_no" "fixe" 35 28 0 0 400 600 66.6666666666667 -0.42
"810" "negatiu" 2 "lloguer" 48 31 "casat" "reg_no" "autonom" 102 268 0 0 1400 1635 85.6269113149847 5.69142857142857
"811" "negatiu" 0 "escriptura" 48 28 "casat" "reg_no" "temporal" 60 155 4500 1641 800 1376 58.1395348837209 4.7154
"812" "positiu" 24 "lloguer" 36 49 "casat" "reg_no" "fixe" 84 240 0 0 675 675 100 8.32
"813" "positiu" 0 "escriptura" 60 47 "casat" "reg_si" "fixe" 90 500 20000 0 1800 2000 90 13.6666666666667
"814" "negatiu" 4 "escriptura" 60 42 "casat" "reg_no" "fixe" 75 135 4000 0 978 978 100 3.68098159509202
"815" "negatiu" 3 "pares" 60 25 "solter" "reg_no" "temporal" 35 225 0 0 1130 1130 100 10.0884955752212
"816" "positiu" 3 "escriptura" 48 48 "casat" "reg_no" "autonom" 45 100 4000 0 1600 2600 61.5384615384615 1.65
"817" "positiu" 30 "escriptura" 36 52 "casat" "reg_no" "fixe" 60 190 5000 0 800 950 84.2105263157895 5.85
"818" "negatiu" 1 "escriptura" 60 37 "casat" "reg_no" "autonom" 60 200 9000 0 1400 1493 93.7709310113865 6
"819" "positiu" 4 "lloguer" 36 45 "casat" "reg_no" "fixe" 105 154 12000 0 600 2240 26.7857142857143 2.94
"820" "positiu" 13 "escriptura" 60 30 "casat" "reg_no" "fixe" 45 210 14000 0 1100 1224 89.8692810457516 9
"821" "negatiu" 4 "lloguer" 36 38 "casat" "reg_si" "fixe" 60 145 0 0 650 1000 65 4.70769230769231
"822" "negatiu" 22 "escriptura" 60 50 "casat" "reg_no" "fixe" 90 210 16000 0 2100 2500 84 3.42857142857143
"823" "negatiu" 1 "pares" 60 29 "casat" "reg_si" "temporal" 35 102 0 0 1100 1120 98.2142857142857 3.65454545454545
"824" "negatiu" 10 "lloguer" 24 52 "casat" "reg_no" "autonom" 45 57 2000 0 400 1242 32.2061191626409 0.72
"825" "positiu" 0 "escriptura" 36 42 "casat" "reg_no" "fixe" 105 75 10000 0 400 725 55.1724137931034 -2.7
"826" "positiu" 0 "escriptura" 36 37 "casat" "reg_no" "autonom" 75 150 7000 1500 500 720 69.4444444444444 4.32
"827" "positiu" 1 "pares" 36 36 "solter" "reg_no" "fixe" 35 120 0 0 1000 2470 40.4858299595142 3.06
"828" "negatiu" 15 "lloguer" 60 33 "casat" "reg_si" "autonom" 64 36 0 0 1150 1150 100 -1.46086956521739
"829" "positiu" 15 "escriptura" 36 41 "casat" "reg_no" "autonom" 90 129 16000 0 1000 1655 60.4229607250755 1.404
"830" "positiu" 6 "pares" 60 23 "casat" "reg_no" "fixe" 45 125 0 0 900 1389 64.7948164146868 5.33333333333333
"831" "positiu" 8 "altres_viv" 48 30 "casat" "reg_no" "fixe" 75 156 0 0 1100 1310 83.969465648855 3.53454545454545
"832" "negatiu" 12 "escriptura" 60 27 "casat" "reg_no" "fixe" 60 72 2500 1300 750 758 98.9445910290237 -0.08
"833" "positiu" 8 "altres_viv" 24 33 "casat" "reg_no" "fixe" 75 166 0 0 1150 1770 64.9717514124294 1.89913043478261
"834" "negatiu" 1 "pares" 36 23 "solter" "reg_no" "temporal" 35 75 0 0 350 425 82.3529411764706 4.11428571428571
"835" "positiu" 22 "escriptura" 24 41 "casat" "reg_no" "fixe" 90 125 4700 400 250 1035 24.1545893719807 2.976
"836" "positiu" 20 "lloguer" 60 52 "casat" "reg_no" "autonom" 70 250 4100 0 1200 1226 97.8792822185971 9
"837" "positiu" 25 "escriptura" 36 58 "casat" "reg_no" "fixe" 45 128 30000 0 1500 1750 85.7142857142857 1.992
"838" "positiu" 11 "escriptura" 36 46 "casat" "reg_no" "fixe" 60 155 16500 0 1000 1800 55.5555555555556 3.42
"839" "positiu" 4 "escriptura" 60 28 "casat" "reg_no" "fixe" 60 459 22000 9700 600 2150 27.906976744186 30.2
"840" "positiu" 9 "escriptura" 48 38 "casat" "reg_no" "fixe" 75 360 8000 4000 1700 1713 99.241097489784 6.91764705882353
"841" "negatiu" 1 "lloguer" 36 39 "casat" "reg_no" "fixe" 85 100 0 0 600 975 61.5384615384615 0.9
"842" "positiu" 10 "lloguer" 60 24 "casat" "reg_no" "fixe" 53 80 0 0 400 650 61.5384615384615 4.05
"843" "positiu" 4 "escriptura" 60 41 "casat" "reg_no" "fixe" 90 250 10000 2000 800 916 87.3362445414847 10.5
"844" "positiu" 24 "altres_viv" 36 51 "casat" "reg_no" "fixe" 45 105 0 0 625 625 100 3.456
"845" "positiu" 30 "escriptura" 36 56 "casat" "reg_si" "autonom" 105 300 30000 1300 1100 1318 83.4597875569044 5.95636363636364
"846" "positiu" 1 "altres_viv" 24 24 "casat" "reg_no" "autonom" 60 137 0 0 300 750 40 6.16
"847" "positiu" 20 "escriptura" 12 49 "casat" "reg_no" "fixe" 90 110 15000 0 125 325 38.4615384615385 1.92
"848" "positiu" 1 "escriptura" 36 21 "solter" "reg_no" "fixe" 35 127 10000 0 850 1014 83.8264299802761 3.89647058823529
"849" "negatiu" 13 "escriptura" 60 34 "divorciat" "reg_no" "fixe" 35 56 7000 1500 1250 1525 81.9672131147541 0.288
"850" "positiu" 1 "escriptura" 60 38 "casat" "reg_no" "fixe" 90 75 5000 0 1000 1144 87.4125874125874 -0.9
"851" "positiu" 2 "escriptura" 36 58 "vidu" "reg_no" "altres sit" 35 52 4000 0 400 550 72.7272727272727 1.53
"852" "positiu" 0 "pares" 60 39 "solter" "reg_no" "fixe" 35 100 0 0 1000 1556 64.26735218509 3.9
"853" "positiu" 14 "lloguer" 60 60 "casat" "reg_no" "fixe" 62 170 8000 0 915 1396 65.5444126074499 7.08196721311475
"854" "positiu" 6 "contr_privat" 60 23 "solter" "reg_no" "fixe" 35 150 5050 3800 1000 2470 40.4858299595142 4.62
"855" "positiu" 17 "escriptura" 12 37 "casat" "reg_no" "fixe" 75 188 7000 1000 600 1890 31.7460317460317 2.06
"856" "positiu" 8 "contr_privat" 36 48 "casat" "reg_si" "fixe" 75 175 1000 0 475 575 82.6086956521739 7.57894736842105
"857" "positiu" 4 "pares" 60 26 "casat" "reg_no" "fixe" 45 64 0 0 1150 1294 88.8717156105101 0.991304347826087
"858" "negatiu" 1 "pares" 36 23 "solter" "reg_no" "temporal" 35 110 0 0 650 710 91.5492957746479 4.15384615384615
"859" "positiu" 13 "escriptura" 60 34 "casat" "reg_no" "fixe" 45 186 3000 0 1900 2600 73.0769230769231 4.45263157894737
"860" "positiu" 19 "escriptura" 60 46 "solter" "reg_no" "fixe" 75 140 6000 0 1800 1849 97.3499188750676 2.16666666666667
"861" "positiu" 12 "escriptura" 12 51 "casat" "reg_no" "autonom" 45 200 2000 0 350 450 77.7777777777778 5.31428571428571
"862" "positiu" 13 "escriptura" 60 45 "casat" "reg_no" "fixe" 90 135 4750 3500 1100 1369 80.3506208911614 0.545454545454546
"863" "positiu" 4 "escriptura" 60 55 "casat" "reg_no" "fixe" 45 130 9000 0 1800 2281 78.9127575624726 2.83333333333333
"864" "negatiu" 0 "escriptura" 48 39 "casat" "reg_no" "autonom" 60 200 5500 0 3075 4575 67.2131147540984 2.18536585365854
"865" "positiu" 6 "pares" 60 33 "casat" "reg_si" "temporal" 60 88 0 0 1250 1332 93.8438438438438 1.344
"866" "positiu" 12 "lloguer" 36 52 "casat" "reg_no" "autonom" 75 161 3500 0 200 1240 16.1290322580645 15.48
"867" "positiu" 11 "escriptura" 60 26 "casat" "reg_no" "fixe" 45 90 3000 0 900 931 96.6702470461869 3
"868" "positiu" 31 "escriptura" 60 47 "casat" "reg_no" "fixe" 60 175 8000 1500 1000 1330 75.187969924812 6
"869" "positiu" 2 "escriptura" 18 31 "casat" "reg_no" "temporal" 90 197 5000 300 860 1192 72.1476510067114 2.17674418604651
"870" "negatiu" 3 "escriptura" 48 50 "casat" "reg_no" "fixe" 90 125 12000 0 800 950 84.2105263157895 2.1
"871" "positiu" 6 "escriptura" 36 39 "casat" "reg_si" "autonom" 45 170 14000 1200 1100 1900 57.8947368421053 3.69818181818182
"872" "negatiu" 10 "lloguer" 48 36 "casat" "reg_si" "autonom" 100 247 0 0 1500 1810 82.8729281767956 4.704
"873" "negatiu" 0 "altres_viv" 60 47 "casat" "reg_si" "altres sit" 45 250 100000 0 1300 1700 76.4705882352941 9.46153846153846
"874" "positiu" 20 "escriptura" 24 45 "casat" "reg_no" "fixe" 75 130 5000 0 450 1318 34.1426403641882 2.93333333333333
"875" "positiu" 8 "altres_viv" 24 40 "casat" "reg_si" "fixe" 75 207 0 0 600 750 80 5.28
"876" "negatiu" 15 "lloguer" 60 36 "casat" "reg_si" "autonom" 97 65 0 0 1000 1168 85.6164383561644 -1.92
"877" "positiu" 2 "escriptura" 36 43 "casat" "reg_si" "autonom" 90 180 8000 560 700 1300 53.8461538461538 4.34057142857143
"878" "negatiu" 4 "escriptura" 48 44 "casat" "reg_no" "autonom" 60 250 40000 9300 700 1111 63.006300630063 6.65142857142857
"879" "positiu" 1 "escriptura" 60 55 "casat" "reg_no" "altres sit" 45 129 3000 0 970 1264 76.7405063291139 5.19587628865979
"880" "negatiu" 0 "lloguer" 60 32 "casat" "reg_no" "autonom" 90 140 0 0 1600 1692 94.5626477541371 1.875
"881" "negatiu" 1 "altres_viv" 48 26 "solter" "reg_no" "temporal" 35 116 2000 0 1100 1123 97.9519145146928 3.53454545454545
